"Sex","Age","Marital.status","Number.of.children","Years.of.education","Managerial.position","Work.hours","Full.time","Income","BWAS1","BWAS2","BWAS3","BWAS4","BWAS5","BWAS6","BWAS7","UWES1","UWES2","UWES3","UWES4","UWES5","UWES6","UWES7","UWES8","UWES9","MBI1","MBI2","MBI3","MBI4","MBI5","MBI6","MBI7","MBI8","MBI9","MBI10","MBI11","MBI12","MBI13","MBI14","MBI15","MBI16","PSS1","PSS2","PSS3","PSS4","PSS5","PSS6","PSS7","PSS8","PSS9","PSS10"
1,21,0,NA,15,"Non managarial",40,1,18000,1,2,2,2,2,2,2,3,1,6,1,1,1,3,1,1,4,4,4,2,6,4,4,4,4,5,6,5,2,3,3,4,5,5,5,2,2,5,2,2,5,5
1,24,1,1,15,"Non managarial",40,1,8000,2,2,1,2,1,3,3,5,5,6,5,5,5,5,6,0,3,3,2,2,4,1,7,1,2,6,7,2,1,1,2,7,2,1,2,5,5,2,4,5,2,2
1,26,1,1,15,"Lower managarial",50,1,25000,4,4,1,3,2,4,1,4,3,2,2,3,4,1,2,2,2,3,2,3,5,2,4,1,1,4,4,2,1,2,1,4,3,2,3,4,4,2,3,4,4,2
1,22,1,1,15,"Lower managarial",40,1,22300,4,3,4,4,3,4,1,4,4,4,2,3,5,3,2,5,3,6,5,6,7,3,2,1,6,5,6,4,7,3,3,4,2,2,3,4,4,3,3,3,2,2
1,21,0,1,15,"Non managarial",50,1,14400,4,4,2,4,2,4,4,3,3,3,1,0,3,0,3,2,6,7,7,7,6,6,5,1,6,6,6,1,4,6,6,6,5,4,5,2,2,4,2,2,5,4
0,22,1,1,15,"Lower managarial",42,1,43000,1,2,2,2,1,3,1,3,3,3,1,0,0,1,1,0,2,6,2,2,4,4,4,3,4,4,4,5,4,3,3,4,4,1,3,4,4,2,2,3,1,2
1,21,1,1,15,"Non managarial",50,1,20000,2,1,1,1,1,2,1,2,1,2,1,0,0,0,0,0,6,7,7,7,6,7,3,3,5,7,6,3,4,6,4,5,3,2,3,3,4,2,4,2,2,2
1,40,1,1,15,"Lower managarial",45,1,NA,3,4,1,5,4,4,3,3,3,6,1,2,1,2,5,2,5,6,6,6,7,5,6,3,3,6,4,3,6,3,2,5,5,2,5,4,4,3,4,4,3,3
0,23,0,1,15,"Non managarial",55,1,24000,2,4,1,2,5,4,1,5,5,6,5,2,6,5,5,6,2,2,5,1,7,2,4,1,3,7,7,6,6,6,1,6,4,3,3,5,4,3,4,4,2,2
0,34,1,2,15,"Non managarial",65,1,108000,1,3,1,1,1,2,3,3,3,5,2,1,1,2,3,3,3,3,3,6,7,2,3,3,3,6,4,3,5,2,1,6,5,4,4,4,3,2,5,3,5,3
1,39,1,3,15,"Middle managarial",50,1,40000,5,5,5,5,3,5,5,5,5,5,3,3,2,3,6,1,6,6,6,5,6,5,7,1,2,7,7,6,7,2,2,4,5,3,5,4,4,3,2,3,5,5
0,24,1,1,15,"Non managarial",45,1,40000,2,2,3,1,2,1,1,3,3,5,2,3,4,1,3,5,4,2,2,2,6,2,4,4,6,6,6,3,6,6,5,4,3,3,3,4,3,3,4,4,2,2
0,23,1,1,15,"Non managarial",60,1,36000,4,4,2,4,2,4,3,2,3,3,1,0,2,2,3,2,3,3,3,4,6,2,6,1,2,7,3,4,3,2,2,7,3,2,3,2,3,2,3,3,2,2
1,59,1,3,15,NA,24,1,NA,3,3,2,3,3,3,2,5,5,5,5,5,5,4,5,5,2,3,3,2,6,2,6,2,2,6,5,4,6,1,1,6,3,2,3,2,3,3,3,4,3,2
0,22,1,1,15,"Non managarial",40,1,25000,3,2,1,1,1,4,4,2,2,3,1,1,2,2,2,1,3,4,4,4,4,4,4,4,4,3,5,4,5,4,4,3,4,2,3,3,3,3,3,3,3,3
1,22,0,NA,15,"Non managarial",40,1,14400,2,4,3,4,2,5,5,3,3,5,3,2,2,3,5,5,4,6,4,3,4,2,4,1,3,6,7,5,6,3,1,5,4,4,5,4,3,3,3,2,3,4
0,29,1,1,15,"Non managarial",60,1,42000,4,5,5,5,5,5,5,5,5,5,4,3,5,5,6,6,4,6,3,5,3,5,7,1,4,7,7,6,7,6,2,6,3,4,5,4,3,4,4,3,4,3
1,25,0,1,15,"Non managarial",45,1,22000,3,4,4,4,3,4,2,5,5,5,5,5,5,6,5,4,4,4,4,3,6,2,5,1,2,5,5,5,6,3,3,6,3,4,4,4,3,4,4,3,3,3
1,57,0,2,15,"Non managarial",54,1,60000,4,4,1,5,2,5,1,5,5,6,5,6,6,6,6,5,2,3,1,1,7,1,7,1,1,7,7,7,7,1,1,7,3,1,3,5,4,3,3,3,4,1
1,21,1,1,15,"Non managarial",50,1,20000,2,4,3,2,2,4,3,3,2,2,0,2,5,0,2,2,3,5,6,4,6,7,1,1,4,6,7,3,1,6,4,5,4,4,5,4,3,2,3,2,4,2
1,44,1,3,14.5,"Non managarial",41,1,24000,2,1,4,2,3,1,1,5,5,6,6,6,5,6,6,5,3,3,2,2,6,3,6,1,3,6,7,6,7,1,1,6,3,2,3,4,3,3,4,4,3,3
1,59,1,2,14,"Non managarial",40,1,70936,2,3,2,3,2,3,3,6,6,6,1,6,1,1,6,5,2,4,2,2,7,2,1,2,2,7,2,2,7,1,1,7,3,1,3,5,5,3,3,3,4,2
1,33,1,4,14,"Non managarial",40,1,26000,2,2,2,2,2,3,2,3,3,3,3,5,3,2,1,1,2,6,2,2,6,2,3,1,2,6,7,3,4,4,3,4,3,2,2,4,4,2,4,4,3,2
1,54,1,2,14,"Non managarial",40,1,65490,4,3,3,2,2,4,4,2,2,6,2,1,2,2,2,2,6,6,6,4,7,6,6,4,7,6,6,7,1,3,2,7,3,2,2,4,4,2,4,4,2,2
0,37,1,2,14,"Middle managarial",45,1,NA,3,4,2,3,1,4,3,4,4,5,5,5,4,5,5,5,6,6,4,4,7,1,6,2,2,6,6,6,4,2,2,6,4,3,4,4,4,2,4,4,3,3
1,26,1,1,14,"Non managarial",45,1,50000,4,4,2,2,3,4,1,3,3,5,2,2,3,2,2,2,4,4,4,5,6,5,3,1,4,6,7,4,4,4,3,5,4,3,4,3,4,3,3,2,4,3
1,43,1,2,14,"Non managarial",50,1,NA,1,3,1,2,1,1,1,5,5,6,6,6,6,6,6,6,1,5,1,1,6,1,7,1,1,7,7,7,7,1,1,7,3,3,3,5,5,1,5,5,1,1
1,20,0,1,14,"Non managarial",30,0,23000,3,3,2,2,1,1,1,3,3,4,3,2,2,2,5,0,4,6,5,7,4,2,4,2,2,4,6,4,6,6,3,5,4,3,4,3,3,2,2,2,4,3
1,21,1,1,14,"Non managarial",44,1,20160,3,4,1,3,3,3,3,5,5,6,5,5,6,6,5,5,2,4,4,3,7,2,7,1,1,7,7,6,4,1,1,6,4,3,3,5,4,1,4,4,3,2
1,57,1,3,14,"Lower managarial",40,1,96033,3,3,2,2,1,2,3,5,5,6,5,3,3,6,5,5,2,5,6,5,7,4,6,1,2,7,7,7,7,1,1,7,3,3,4,4,3,2,5,5,5,3
0,20,1,1,14,"Non managarial",60,1,0,3,4,1,3,1,4,4,3,4,5,4,4,4,6,5,5,4,6,5,4,7,4,6,3,6,6,6,6,7,1,1,6,3,3,3,2,4,3,4,4,3,2
1,22,1,1,14,"Non managarial",40,0,1900,3,4,3,4,2,4,3,2,5,4,4,5,5,5,4,2,3,3,3,4,4,3,4,3,2,3,5,5,6,3,2,5,3,3,2,4,4,2,5,3,4,2
1,21,1,1,14,"Non managarial",40,1,12000,3,4,3,1,1,4,2,3,2,5,1,2,4,3,4,2,3,6,3,3,5,4,2,3,4,6,6,3,6,3,3,4,4,3,4,3,2,3,3,2,4,3
1,21,1,1,14,"Non managarial",42,1,18000,2,4,2,4,4,2,3,5,5,5,3,4,5,4,5,1,5,5,5,4,6,5,2,2,1,5,5,4,5,1,2,5,4,3,4,2,3,3,2,2,4,2
1,23,1,1,14,"Lower managarial",50,1,15000,3,4,1,3,1,3,2,2,2,3,0,0,0,1,6,2,6,7,7,6,6,6,6,6,7,7,7,6,6,6,6,6,4,2,4,3,4,2,4,3,3,3
0,23,1,1,14,"Non managarial",40,1,22000,1,1,1,1,1,1,1,2,2,5,0,2,0,2,0,0,1,1,1,1,2,1,2,2,2,4,1,2,6,1,1,3,1,1,1,4,3,1,5,3,1,1
0,48,1,5,14,"Middle managarial",42,1,30000,5,5,2,4,3,2,3,4,5,5,3,5,4,5,4,4,3,4,2,2,7,2,4,5,5,6,7,7,6,6,1,7,1,3,3,4,3,3,2,2,3,2
1,20,0,1,14,"Non managarial",25,0,11000,1,2,1,1,2,3,2,3,3,3,1,3,5,4,3,4,4,2,1,1,6,1,6,3,1,5,6,7,6,1,1,4,2,1,1,4,4,2,5,4,1,1
1,23,1,1,14,"Non managarial",35,1,19000,2,2,4,1,3,4,4,3,4,6,2,5,6,6,6,6,2,4,4,5,6,2,3,1,2,6,7,7,6,2,1,6,3,4,4,4,5,2,5,3,3,2
1,20,0,1,14,"Non managarial",40,1,18000,2,3,2,2,2,2,1,5,5,5,4,5,6,6,6,5,2,4,2,2,5,1,5,1,2,6,6,4,6,1,1,6,4,3,4,3,3,2,3,3,4,3
1,30,0,1,14,"Middle managarial",42,1,36000,2,3,4,2,3,4,4,6,5,5,1,2,3,4,6,5,6,7,6,3,7,4,6,1,1,7,6,6,4,2,2,7,3,2,4,3,3,3,4,4,3,4
1,35,1,NA,14,"Non managarial",40,1,25000,2,2,1,1,2,2,2,3,3,5,3,5,3,3,2,3,2,3,4,2,2,1,1,1,1,7,3,2,7,4,3,4,5,3,5,3,2,4,4,3,5,5
1,20,0,1,14,"Non managarial",48,1,23000,3,4,1,2,1,4,1,6,6,6,4,6,3,6,6,6,2,5,2,1,6,2,1,7,4,7,7,4,7,1,1,7,3,3,3,4,4,3,5,4,3,2
1,21,0,1,14,"Non managarial",40,1,20000,5,5,4,3,4,1,4,6,6,6,6,6,6,6,6,5,3,3,1,1,7,1,7,1,1,7,7,7,6,1,1,7,3,3,3,3,4,3,3,3,4,3
1,38,1,2,14,NA,40,1,NA,1,2,2,2,1,3,1,1,6,6,6,1,6,6,6,0,2,2,2,1,7,2,7,2,2,7,7,7,7,2,2,7,3,2,3,4,4,3,3,3,3,3
0,46,NA,3,14,"Lower managarial",65,1,80000,4,4,1,4,3,2,3,3,5,5,1,3,4,4,5,5,3,6,4,3,6,2,4,2,3,6,6,4,4,3,2,6,3,2,3,4,4,3,3,3,4,2
0,25,1,1,14,"Middle managarial",40,1,12000,2,3,1,1,1,1,1,0,0,0,0,0,6,0,1,3,2,2,4,5,5,2,2,4,4,3,6,2,7,1,7,3,4,2,4,4,2,2,3,3,4,2
1,22,1,1,14,"Non managarial",40,1,21600,1,2,1,3,2,4,3,3,3,2,0,0,4,0,4,4,7,7,7,7,7,6,5,5,6,5,2,2,2,3,6,7,5,4,5,2,3,3,2,3,5,4
1,21,0,NA,14,"Lower managarial",50,1,NA,1,4,4,3,3,1,1,4,5,6,5,6,6,6,6,6,2,6,2,7,6,1,4,2,2,4,5,4,1,1,1,4,4,5,5,4,4,3,5,4,5,4
1,21,1,1,14,"Non managarial",40,1,25000,2,1,1,1,2,3,2,3,3,2,0,1,3,0,1,0,7,6,7,7,6,7,6,6,6,7,6,3,2,5,7,6,3,2,4,4,3,3,2,3,3,3
1,21,1,1,14,"Non managarial",56,1,15000,2,4,1,3,1,1,1,2,2,1,0,0,0,0,0,0,4,5,6,6,4,6,1,2,6,3,2,3,5,4,5,2,3,3,4,3,2,3,2,2,3,3
1,24,1,1,14,"Non managarial",48,1,7200,2,3,1,1,2,1,1,5,5,6,3,2,2,6,3,1,2,6,3,2,7,1,6,1,3,6,7,6,3,1,1,6,3,3,3,4,4,3,5,5,3,2
1,55,1,3,14,"Non managarial",40,1,35000,2,3,2,1,1,1,1,1,1,5,0,1,0,0,6,0,2,6,6,3,6,3,4,1,4,6,4,6,7,2,1,7,2,3,3,3,3,4,3,3,3,3
1,20,1,1,14,"Non managarial",70,1,17000,3,5,5,5,3,5,5,0,1,4,1,1,1,0,6,6,7,7,7,7,6,7,4,4,7,5,5,4,3,4,6,5,4,5,4,4,2,4,3,1,4,4
1,21,1,1,14,"Non managarial",49,1,9000,2,4,2,3,2,2,2,2,2,3,0,1,1,1,1,1,3,4,4,5,4,2,4,1,2,4,4,4,4,4,3,3,5,3,5,3,2,4,3,2,4,4
1,21,1,1,14,"Non managarial",30,0,NA,1,3,1,1,1,3,1,3,3,5,6,6,4,3,3,1,2,4,3,3,6,1,6,1,2,7,7,3,6,1,2,7,3,2,4,4,4,3,4,3,2,3
1,21,1,1,13.5,"Non managarial",40,1,22400,2,3,3,1,2,2,2,5,5,6,4,4,4,5,5,5,4,6,4,3,6,3,6,1,2,6,7,5,6,2,1,5,4,3,5,4,4,3,4,4,3,2
1,20,1,1,13,"Non managarial",40,1,15000,2,2,2,2,2,4,2,5,5,6,5,5,5,6,5,5,3,5,4,3,4,1,3,1,1,2,4,4,5,1,1,6,3,2,3,3,3,4,3,2,3,2
1,59,1,3,13,"Non managarial",43,1,36000,2,3,3,2,3,4,4,3,2,1,0,3,3,1,4,2,6,6,5,4,5,6,4,4,3,3,1,1,4,2,2,2,4,5,4,3,3,3,3,2,3,4
1,40,1,2,13,"Non managarial",50,1,55882.91,3,3,1,1,1,1,1,5,5,6,4,6,6,6,6,3,2,4,2,1,5,2,2,4,4,7,6,4,7,2,2,7,3,4,2,4,4,2,4,5,3,2
1,21,1,1,13,"Non managarial",56,1,24000,1,4,2,2,1,3,4,0,0,5,0,0,0,0,0,0,6,7,7,7,6,5,5,5,6,6,6,3,6,5,6,7,4,4,5,3,4,3,3,2,4,3
1,23,0,1,13,"Lower managarial",30,0,NA,3,3,4,2,2,4,3,3,3,3,2,2,3,4,4,2,4,4,3,3,7,2,4,2,2,5,5,5,3,2,2,4,3,3,3,3,4,3,3,4,4,2
0,40,1,3,13,"Non managarial",45,1,50400,3,3,1,1,2,4,2,0,2,6,1,1,1,0,3,0,6,5,5,5,6,6,4,1,7,3,6,2,7,1,1,7,3,1,3,3,3,3,4,1,3,3
0,24,1,1,13,NA,40,1,NA,2,3,3,4,1,1,3,2,5,5,3,3,4,5,4,1,2,3,2,2,6,1,6,4,2,6,6,5,4,2,1,6,3,2,3,4,4,3,4,4,4,3
1,50,1,2,13,"Middle managarial",60,1,38000,4,4,1,4,3,4,4,5,4,5,1,4,2,3,3,3,2,3,4,4,6,2,6,2,2,6,6,5,5,4,2,5,3,1,3,5,4,5,4,4,2,2
1,37,1,2,13,"Non managarial",40,1,NA,1,1,2,1,1,1,1,2,1,5,1,0,1,3,3,0,1,3,3,2,7,3,2,1,1,7,6,4,5,4,1,7,3,1,2,4,3,2,3,4,2,1
0,NA,1,2,13,"Non managarial",60,1,NA,3,4,2,2,2,3,3,3,3,4,3,4,3,2,3,2,3,4,2,1,2,2,2,1,2,2,3,2,1,2,1,2,3,3,2,4,4,4,3,4,3,2
1,21,1,1,13,"Lower managarial",45,0,16000,1,4,2,3,2,4,3,4,4,2,0,2,4,2,4,4,6,7,5,3,7,6,2,6,6,6,5,5,6,6,6,6,4,3,4,3,3,2,3,4,3,3
1,20,1,1,13,"Non managarial",45,0,3000,3,4,4,3,3,4,4,2,2,2,2,1,1,1,2,1,2,4,3,2,6,2,2,1,2,6,6,2,3,2,1,4,5,5,5,2,2,5,2,2,5,5
0,27,0,1,13,"Non managarial",60,1,NA,3,3,3,2,2,3,3,2,2,3,2,1,2,1,2,1,3,6,6,3,6,2,4,1,3,3,3,2,5,2,2,4,4,3,3,4,4,3,4,4,4,3
0,22,0,1,13,"Non managarial",42,1,300,1,2,1,1,1,1,1,3,2,5,2,5,5,6,5,5,1,3,3,2,7,1,6,1,1,7,7,5,5,1,1,6,1,1,1,4,3,4,5,4,2,2
0,35,1,NA,13,"Lower managarial",60,1,22000,2,3,2,2,2,2,3,1,3,6,3,3,3,3,6,0,2,4,4,3,4,2,4,1,1,4,4,4,7,4,1,7,2,2,3,4,4,2,4,4,2,2
1,21,1,1,13,"Non managarial",40,1,20160,2,3,1,2,2,1,2,4,5,5,0,2,2,4,3,0,4,6,7,2,6,1,6,3,5,6,6,4,7,2,5,5,4,2,4,4,4,2,3,4,3,2
1,22,0,1,13,"Lower managarial",50,1,20160,1,4,4,4,1,4,4,2,2,6,1,0,1,1,6,5,6,6,7,6,5,5,6,3,6,4,6,5,5,6,7,5,4,4,5,3,3,4,3,3,4,3
1,49,0,3,12,"Non managarial",44,1,24000,1,2,1,2,2,1,2,5,5,6,5,5,5,5,6,1,1,2,2,1,7,2,4,2,3,6,6,6,6,4,2,7,3,2,3,5,5,5,5,5,1,2
0,47,0,1,12,"Non managarial",40,1,37200,4,3,4,1,1,1,2,5,5,5,3,5,5,2,3,1,2,3,2,2,6,2,2,2,2,2,4,2,5,2,2,4,3,3,3,4,4,3,4,4,3,2
1,46,0,1,12,"Non managarial",40,1,47000,1,3,1,4,1,4,4,3,3,0,0,3,0,0,0,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,5,5,1,5,5,1,1
1,20,1,1,12,"Non managarial",45,0,16000,3,4,4,4,3,3,4,5,5,3,3,2,3,1,1,1,2,5,3,5,7,1,6,2,4,4,5,4,7,1,2,6,3,2,3,3,3,3,4,2,4,2
1,57,0,3,12,"Non managarial",40,1,50000,2,3,1,2,1,2,2,1,2,6,1,5,3,1,1,0,2,2,3,2,7,1,2,1,2,7,6,2,7,2,2,7,2,1,2,3,3,3,4,3,3,3
1,21,1,NA,12,"Non managarial",41,1,15500,4,4,3,2,2,3,2,3,3,5,5,3,3,3,6,4,3,6,3,2,6,2,7,2,2,6,7,5,6,1,1,3,3,3,4,4,3,3,3,3,3,4
1,23,1,1,12,"Non managarial",40,1,4000,2,2,1,3,1,1,1,5,5,6,3,5,6,4,3,1,1,3,1,1,6,1,4,1,2,5,6,4,6,2,1,3,2,3,3,4,4,2,5,4,1,2
0,21,1,1,12,"Non managarial",35,0,1200,1,3,1,1,1,1,1,6,6,6,5,6,6,6,3,3,1,1,1,1,7,1,6,1,1,7,7,3,7,1,1,7,1,1,2,5,5,1,5,5,1,1
1,21,0,1,12,"Lower managarial",60,1,21000,1,1,1,4,1,4,1,1,1,5,0,4,4,2,3,1,4,3,2,2,6,4,4,4,5,6,4,2,2,1,2,5,3,2,2,4,4,2,3,3,3,2
1,23,0,1,12,"Non managarial",40,1,26577,2,2,2,1,1,1,1,5,5,5,3,3,5,3,5,4,3,4,3,4,6,3,2,3,3,6,6,4,5,1,1,6,1,2,3,4,4,3,4,4,4,2
0,39,1,3,12,"Lower managarial",48,1,50000,1,1,1,1,1,1,1,5,5,6,6,5,5,6,5,0,1,7,1,7,7,1,7,1,1,7,7,7,7,1,1,7,3,2,3,3,3,2,5,4,2,2
1,46,1,4,11,"Non managarial",40,1,13245.37,3,2,5,1,4,3,1,5,5,6,4,6,5,6,5,5,1,4,1,1,6,3,6,3,3,7,7,6,7,1,1,7,3,2,3,4,3,3,3,4,3,3
1,21,0,1,11,"Non managarial",40,1,13500,1,2,3,1,1,4,3,3,3,3,0,0,3,0,0,3,7,6,7,6,5,7,1,4,7,6,2,1,2,3,7,1,1,5,4,1,1,5,1,1,3,5
1,34,0,1,10,"Non managarial",40,1,25000,2,2,3,1,2,2,1,0,0,1,0,1,3,5,1,0,3,4,1,1,6,1,2,7,6,7,7,2,7,7,6,7,3,2,2,4,4,3,3,3,4,3
1,33,1,2,10,"Non managarial",30,0,16000,2,3,2,2,2,1,1,3,3,3,4,4,3,5,4,3,4,2,2,2,6,1,6,1,1,7,7,7,7,1,1,7,2,2,3,2,4,2,4,4,2,2
1,27,1,1,9,NA,40,1,NA,1,2,1,2,1,3,3,2,3,1,1,3,1,1,1,1,5,6,4,4,6,2,6,2,4,6,6,6,5,7,2,6,2,4,3,4,4,4,5,3,4,4
1,32,1,NA,NA,NA,NA,1,NA,4,4,5,4,3,3,1,5,5,6,6,5,5,6,5,6,2,2,4,5,6,1,6,1,3,7,7,7,7,2,2,2,3,2,3,2,5,5,4,5,4,1
1,31,0,1,NA,"Non managarial",40,1,24100,2,3,3,2,3,1,2,1,0,6,3,2,2,3,3,3,3,4,5,3,2,1,2,1,2,2,5,1,1,1,3,3,3,4,4,2,1,5,1,2,5,5
0,66,0,3,NA,"Non managarial",50,1,NA,4,3,2,3,3,2,2,1,2,3,4,3,3,1,3,3,3,4,2,3,4,4,3,2,3,3,3,2,4,2,2,3,2,3,3,4,3,5,5,3,2,3
0,39,1,4,NA,NA,NA,NA,NA,4,4,1,3,3,3,3,2,3,5,5,4,2,2,5,3,4,6,6,4,6,1,6,1,1,6,6,3,6,1,1,6,4,3,4,4,4,3,4,4,3,2
1,28,1,1,NA,NA,60,1,NA,4,4,3,2,2,2,1,3,3,6,6,6,6,6,6,6,1,3,2,1,5,1,3,1,1,4,6,4,4,1,1,6,3,2,2,2,3,3,4,4,2,2
1,27,1,1,NA,"Non managarial",45,1,30000,3,4,3,5,5,5,5,4,4,3,3,3,5,4,5,5,5,4,4,2,6,3,3,3,3,5,5,4,6,2,3,6,4,3,4,3,2,3,3,3,4,3
1,56,1,1,NA,"Non managarial",60,1,NA,2,4,1,3,1,2,2,5,5,5,4,5,4,5,4,1,2,3,3,3,6,3,6,2,2,6,6,6,4,2,1,6,2,2,2,5,5,2,4,4,1,1
1,22,1,1,NA,NA,NA,NA,NA,4,4,2,1,1,4,1,5,4,6,5,2,6,4,6,6,6,6,7,7,6,4,6,3,6,6,7,6,5,4,3,6,4,5,5,2,3,4,2,1,4,4
